,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
467,467,Mark Grace,gracema01,173,"""For 16 seasons, Mark Grace brought enthusiasm, humor and amazing talent to the game of baseball. As a Chicago Cub, Mark led his team on the field and in the hearts of its fans from his rookie season in 1988 through the end of the 2000 season. His thirteen seasons playing for the Cubs established him as one of the game's 'good guys' with a throwback style of getting his uniform dirty and having fun on and off the field."" - MarkGrace.com",Left,San Diego State University
468,468,Gary Sánchez,sanchga02,173,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
469,469,Rafael Devers,deverra01,172,"""Robinson Cano has always been my favorite player. I have always been impressed with the swing he has and how humble he looks on the field. But my favorite team was always Boston. I loved watching Manny (Ramirez) and Pedro (Martinez) when they were here."" - Rafael Devers (ESPN The Maagazine, 09/04/2017, Meet the Red Sox's Baseball-Faced Baller, Page 18)",Left,None Attended
470,470,Eddie Robinson,robined01,172,"""Eddie Robinson was the most underrated and best clutch hitter I ever played against."" - Ted Williams in Lucky Me: My Sixty-Five Years in Baseball (Eddie Robinson, University Press Audiobooks, 01/31/2017)",Left,Paris Junior College
471,471,Mickey Vernon,vernomi01,172,"""Mickey Vernon is as silent as a night watchman, as conservative as a banker, and as well-behaved as a vicar."" - Ira Smith in Baseball's Famous First Basemen (Dawn Klemish, Vernon gets another crack at Hall, 02/27/2007) [Mickey Vernon Biography]",Left,Villanova University
472,472,Richard Hidalgo,hidalri01,171,"""For eight seasons, Richard (Hidalgo) was a constant force in our lineup..."" - Houston Astros General Manager Tim Purpura on ESPN (SportsTicker, Astros bring back OF Hidalgo, 07/12/2007)",Right,None Attended
473,473,Melvin Mora,morame01,171,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
474,474,Shohei Ohtani,ohtansh01,171,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
475,475,Dmitri Young,youngdm01,171,"""Dmitri Young got to the top step of the dugout, pivoted and tipped his helmet to a roaring crowd after becoming just the third player to hit three homers on Opening Day. 'I've had a curtain call, but nothing like that,' Young said. 'That was incredible.'"" - Lage, Larry. Author. Associated Press Wire. 5 April 2005.",Both,None Attended
476,476,Joe Cronin,cronijo01,170,"""Nature gave me a good start, but it has taken a lot of hard work and a willingness to listen to advice to enable me to make the grade in the American League."" - Cronin, Joe. Joe Cronin: A Life in Baseball Armour, Mark. University of Nebraska Press. 1 April 2010. Page 42.",Right,None Attended
477,477,Bob Elliott,elliobo01,170,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
478,478,Jim Ray Hart,hartji01,170,"""A better hitter than 59 of the 73 men listed ahead of him at third base. This should tell you all you need to know about his defense."" - James, Bill. Author / Baseball Historian. The New Bill James Historical Baseball Abstract. Free Press Publishing. 100 Greatest Third Baseman. #74. Jim Hart. 13 June 2003. Page 573.",Right,None Attended
479,479,Kevin Millar,millake01,170,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Lamar University
480,480,Tim Raines,raineti01,170,"""Thanks to Rock, I started having more fun at the ballpark. Sometimes he was like a pesky gnat that would fly up and buzz in your ear until you swatted it away. He did things to me that no one else in the Expos clubhouse would have dreamed of doing, including coming up from behind me and delivering a couple quick jabs to my back before running off. My instinct was to give chase, but I realized I wouldn't be able to catch him. Rock wasn't a clown, but he definitely had a real comedian in him. While I became known for my serious and focused approach to the game, Rock wore the joy of baseball (and life) on his sleeve. His carefree personality helped loosen me up. There were many times when I'd be sitting in the Expos clubhouse, locked inside myself, not saying much, and Rock would come along and rib me until I relaxed."" - Hall of Famer Andre Dawson in Rock Solid: My Life in Baseball's Fast Lane (Tim Raines, Triumph Books, Forward Section, 06/01/2017)",Both,None Attended
481,481,Corey Seager,seageco01,170,"""For a long time, I've gotten to play against his brother. When I was with the Angels, I played his brother for quite a while. And I really like his brother, [Seattle third baseman] Kyle Seager. And Kyle is an awesome guy. So I didn't really know what to expect about his brother. And then once I got around Corey, I'm like 'Man, it must just run in the family.' Because both of those guys are really awesome people, who they are as people, let alone players. And then his demeanor as a player, he's really calm. You don’t see him get too upset too much. He has a confidence about him when he gets out on the field, or out on defense, or even in the locker room, or in the dugout. That's going to be huge, because you’ll be able to talk to him. We're going to make mistakes in this game. And hopefully he'll ask me questions, and I can give him as much info as I possibly can. I'm always open to helping guys out. You never know. I might learn something from him, too."" - Howie Kendrick in The Los Angeles Times (Andy McCullough, 02/05/2016, 'Dodgers' Howie Kendrick advocates change to free agency rules,' Source)",Left,None Attended
482,482,Jorge Soler,solerjo01,170,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
483,483,Ramon Hernandez,hernara02,169,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
484,484,Lloyd Moseby,mosebll01,169,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
485,485,Pete O'Brien,obripe03,169,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,University of Nebraska
486,486,Alex Rios,riosal01,169,"""I'm very happy to be here (with the 2004 Toronto Blue Jays). I'm just going to try to do my best and help the team. I'm going to try to relax. It's the same game. It's baseball."" - Rios, Alex. Fordin, Spencer. MLB Staff Writer. 27 May 2004.",Right,None Attended
487,487,Enos Slaughter,slaugen01,169,"""Stan Musial, who spent ten seasons playing alongside Slaughter in the Cardinals outfield, proclaimed, 'Enos Slaughter was a tough competitor. He came to play. When he put his uniform on, you knew he was out to beat you.' Musial added, 'He was one of the great hustlers of baseball. He loved baseball. He always ran hard and played hard.'"" - Author Robert W. Cohen in The 50 Greatest Players in St. Louis Cardinals History (Taylor Trade Publishing. April 1, 2015. Page 94)",Left,None Attended
